geography type,code,description,2013,2014,2015,2016,2017
Area_Unit_1259,568104,Manuka,6,6,12,6,9
Area_Unit_1260,568201,Taita North,27,36,33,30,39
Area_Unit_1261,568202,Taita South,12,12,21,18,18
Area_Unit_1262,568301,Avalon East,15,15,15,9,18
Area_Unit_1263,568302,Naenae North,39,57,45,48,48
Area_Unit_1264,568303,Naenae South,18,21,27,15,18
Area_Unit_1265,568400,Boulcott-Avalon,0,0,0,0,0
Area_Unit_1266,568401,Avalon West,48,54,54,66,51
Area_Unit_1267,568402,Boulcott,36,36,24,27,27
Area_Unit_1268,568501,Epuni West,18,24,27,21,18
Area_Unit_1269,568502,Epuni East,15,15,12,9,18
Area_Unit_1270,568600,Waterloo,0,0,0,0,0
Area_Unit_1271,568601,Waterloo West,3,3,0,3,3
Area_Unit_1272,568602,Waterloo East,18,21,24,24,18
Area_Unit_1273,568701,Waiwhetu North,6,6,12,9,9
Area_Unit_1274,568702,Waiwhetu South,18,18,18,9,15
Area_Unit_1275,568800,Gracefield,0,0,0,0,0
Area_Unit_1276,568900,Moera,6,12,12,9,6
Area_Unit_1277,569001,Woburn North,3,9,12,9,6
Area_Unit_1278,569002,Woburn South,0,3,0,3,6
Area_Unit_1279,569100,Hutt Central,66,63,54,75,75
Area_Unit_1280,569201,Melling,3,0,3,6,0
Area_Unit_1281,569202,Alicetown,9,9,6,12,9
Area_Unit_1282,569301,Normandale,6,12,9,6,6
Area_Unit_1283,569302,Maungaraki,12,9,9,15,15
Area_Unit_1284,569400,Belmont,0,0,0,0,0
Area_Unit_1285,569401,Tirohanga,0,6,6,3,3
Area_Unit_1286,569402,Belmont,9,6,3,6,9
Area_Unit_1287,569500,Kelson,9,3,6,6,9
Area_Unit_1288,569600,Haywards-Manor Park,12,9,15,6,15
Area_Unit_1289,569800,Korokoro,3,6,3,9,3
Area_Unit_1290,569900,Petone Central,3,3,0,0,3
Area_Unit_1291,570000,Esplanade,15,21,18,9,9
Area_Unit_1292,570100,Wilford,24,24,21,27,51
Area_Unit_1293,570300,Eastbourne,27,30,21,33,18
Area_Unit_1294,570400,Titahi Bay North,12,18,12,15,18
Area_Unit_1295,570500,Onepoto,12,9,3,9,9
Area_Unit_1296,570600,Titahi Bay South,30,33,39,45,33
Area_Unit_1297,570700,Elsdon-Takapuwahia,15,24,12,18,9
Area_Unit_1298,570800,Porirua Central,0,3,3,3,0
Area_Unit_1299,570900,Porirua East,12,12,12,12,12
Area_Unit_1300,571000,Ranui Heights,9,12,3,9,18
Area_Unit_1301,571100,Cannons Creek North,18,9,18,9,15
Area_Unit_1302,571200,Cannons Creek South,12,12,6,3,12
Area_Unit_1303,571300,Cannons Creek East,27,30,27,24,24
Area_Unit_1304,571400,Waitangirua,27,24,15,24,21
Area_Unit_1305,571500,Papakowhai,0,0,0,0,0
Area_Unit_1306,571501,Papakowhai North,18,30,27,15,18
Area_Unit_1307,571502,Papakowhai South,12,15,12,15,18
Area_Unit_1308,571600,Ascot Park,12,9,15,12,18
Area_Unit_1309,571800,Pukerua Bay,6,3,6,6,9
Area_Unit_1310,571900,Plimmerton,9,9,6,6,9
Area_Unit_1311,572000,Mana-Camborne,12,9,12,12,12
Area_Unit_1312,572100,Paremata-Postgate,9,9,12,12,9
Area_Unit_1313,572200,Discovery,9,9,9,12,12
Area_Unit_1314,572300,Mana Island,0,0,0,0,0
Area_Unit_1315,572500,Tawa South,30,24,24,30,36
Area_Unit_1316,572600,Tawa Central,18,18,15,18,21
Area_Unit_1317,572701,Linden,12,18,18,21,18
Area_Unit_1318,572702,Greenacres,9,3,6,3,6
Area_Unit_1319,572900,Thorndon-Tinakori Road,15,9,12,18,9
Area_Unit_1320,573000,Lambton,6,9,12,15,12
Area_Unit_1321,573100,Willis Street-Cambridge Terrace,0,0,0,0,0
Area_Unit_1322,573101,Willis Street-Cambridge Terrace,9,6,9,6,15
Area_Unit_1323,573102,Wellington City-Marinas,0,0,0,0,0
Area_Unit_1324,573200,Aro Street-Nairn Street,6,12,6,18,9
Area_Unit_1325,573300,Mt Cook-Wallace Street,9,3,9,12,6
Area_Unit_1326,573400,Mt Victoria West,12,15,6,9,18
Area_Unit_1327,573511,Glenside North,0,0,0,3,0
Area_Unit_1328,573512,Churton,0,0,0,0,0
Area_Unit_1329,573513,Churton Park North,12,21,21,15,15
Area_Unit_1330,573514,Churton Park South,9,9,9,12,6
Area_Unit_1331,573521,Grenada,0,0,0,0,0
Area_Unit_1332,573522,Grenada North,0,3,0,0,3
Area_Unit_1333,573523,Grenada Village,6,0,3,3,6
Area_Unit_1334,573524,Newlands East,3,3,3,3,3
Area_Unit_1335,573525,Takapu,3,0,0,0,0
Area_Unit_1336,573526,Horokiwi,0,0,0,3,0
Area_Unit_1337,573600,Johnsonville North,6,0,6,3,6
Area_Unit_1338,573700,Johnsonville Central,39,18,21,12,27
Area_Unit_1339,573800,Johnsonville East,0,0,0,0,0
Area_Unit_1340,573801,Paparangi West,18,12,18,21,15
Area_Unit_1341,573802,Johnsonville East,9,6,6,9,9
Area_Unit_1342,573900,Newlands North,0,0,0,0,0
Area_Unit_1343,573901,Paparangi,3,3,0,9,6
Area_Unit_1344,573902,Woodridge,0,3,9,3,3
Area_Unit_1345,573903,Newlands North,6,12,3,12,12
Area_Unit_1346,574001,Newlands South,9,21,21,12,9
Area_Unit_1347,574002,Ngauranga East,0,0,0,3,0
Area_Unit_1348,574100,Raroa,54,48,48,60,63
Area_Unit_1349,574200,Khandallah Park-Broadmeadows,6,15,9,6,12
Area_Unit_1350,574302,Te Kainga,12,6,21,12,15
Area_Unit_1351,574303,Ngauranga West,0,0,0,0,0
Area_Unit_1352,574304,Rangoon Heights,9,9,6,9,6
Area_Unit_1353,574401,Awarua,12,6,9,3,9
Area_Unit_1354,574402,Ngaio South,6,12,9,3,9
Area_Unit_1355,574500,Kaiwharawhara,0,0,0,0,3
Area_Unit_1356,574600,Wadestown,9,9,6,6,9
Area_Unit_1357,574700,Wilton-Otari,0,0,0,0,0
Area_Unit_1358,574701,Crofton Downs,3,3,3,3,3
Area_Unit_1359,574702,Wilton,9,3,9,6,9
Area_Unit_1360,574703,Northland North,3,3,3,0,3
Area_Unit_1361,574800,Karori North,6,6,6,9,9
Area_Unit_1362,574900,Karori Park,21,18,18,12,12
Area_Unit_1363,575000,Karori East,51,57,54,54,51
Area_Unit_1364,575100,Karori South,12,18,15,18,9
Area_Unit_1365,575200,Northland,0,9,3,3,3
Area_Unit_1366,575300,Kelburn,9,3,9,9,6
Area_Unit_1367,575400,Taitville,0,0,3,0,0
Area_Unit_1368,575500,Mitchelltown,0,3,3,0,3
Area_Unit_1369,575600,Brooklyn,12,15,9,12,6
Area_Unit_1370,575700,Vogeltown,0,0,0,0,0
Area_Unit_1371,575701,Vogeltown West,0,3,0,3,3
Area_Unit_1372,575702,Vogeltown,0,3,6,6,0
Area_Unit_1373,575800,Kingston-Mornington,9,9,9,9,15
Area_Unit_1374,575901,Brooklyn South,3,6,0,3,0
Area_Unit_1375,575902,Happy Valley-Owhiro Bay,9,15,15,9,18
Area_Unit_1376,576001,Island Bay West,6,9,15,9,9
Area_Unit_1377,576002,Island Bay East,12,18,15,9,12
Area_Unit_1378,576100,Melrose-Houghton Bay-Southgate,6,9,12,12,9
Area_Unit_1379,576200,Berhampore West,66,45,42,48,51
Area_Unit_1380,576300,Newtown West,0,0,0,0,0
Area_Unit_1381,576301,Newtown West,9,18,12,18,12
Area_Unit_1382,576302,Berhampore East,6,6,3,0,9
Area_Unit_1383,576400,Newtown East,33,24,27,33,33
Area_Unit_1384,576500,Adelaide,24,36,39,33,42
Area_Unit_1385,576600,Oriental Bay,3,3,6,9,6
Area_Unit_1386,576700,Roseneath,3,6,6,3,6
Area_Unit_1387,576800,Hataitai North,18,12,9,9,12
Area_Unit_1388,576901,Kilbirnie East,45,51,42,39,45
Area_Unit_1389,576902,Kilbirnie West,0,0,0,0,0
Area_Unit_1390,576903,Kilbirnie West-Hataitai South,9,9,9,12,6
Area_Unit_1391,576904,Evans Bay Marina,0,0,0,0,0
Area_Unit_1392,577000,Lyall Bay-Airport-Moa Point,12,9,15,12,18
Area_Unit_1393,577100,Strathmore Park,0,0,0,0,0
Area_Unit_1394,577101,Seatoun Tunnel West,6,3,3,0,0
Area_Unit_1395,577102,Strathmore Park,15,12,12,9,12
Area_Unit_1396,577200,Miramar South,24,24,39,21,18
Area_Unit_1397,577300,Miramar North,0,0,0,0,0
Area_Unit_1398,577301,Miramar North,12,15,21,15,18
Area_Unit_1399,577302,Miramar,18,18,21,12,15
Area_Unit_1400,577400,Karaka Bay-Worser Bay,0,6,3,9,3
Area_Unit_1401,577500,Seatoun,9,9,9,12,6
Area_Unit_1402,577600,Maupuia,0,0,0,0,0
Area_Unit_1403,577601,Maupuia,9,12,15,12,15
Area_Unit_1404,577602,Miramar West,6,0,0,3,6
Area_Unit_1405,577700,Makara-Ohariu,3,3,0,6,3
Area_Unit_1406,577900,Mangatainoka,6,9,9,9,9
Area_Unit_1407,578000,Pahiatua,33,33,18,36,45
Area_Unit_1408,578100,Eketahuna,9,9,3,9,3
Area_Unit_1409,578200,Nireaha-Tiraumea,3,6,3,6,3
Area_Unit_1410,578301,Homebush-Te Ore Ore,3,0,3,3,3
Area_Unit_1411,578302,Opaki-Fernridge,0,3,9,3,9
Area_Unit_1412,578401,Kopuaranga,6,9,9,6,6
Area_Unit_1413,578402,Whareama,9,9,3,9,6
Area_Unit_1414,578600,Masterton Central,15,6,15,18,15
Area_Unit_1415,578700,Masterton West,54,54,39,36,54
Area_Unit_1416,578800,Masterton East,27,30,33,33,36
Area_Unit_1417,578901,Solway North,21,33,18,21,15
Area_Unit_1418,578902,Solway South,18,24,30,27,21
Area_Unit_1419,579000,Ngaumutawa,24,24,24,12,33
Area_Unit_1420,579100,Masterton Railway,3,0,3,0,0
Area_Unit_1421,579200,Lansdowne,69,96,63,96,72
Area_Unit_1422,579400,Waingawa,3,0,3,3,3
Area_Unit_1423,579501,Mt Holdsworth,6,6,6,6,6
Area_Unit_1424,579502,Te Wharau,6,6,6,9,3
Area_Unit_1425,579700,Carterton,54,66,60,60,60
Area_Unit_1426,579801,Kahutara,0,0,0,0,0
Area_Unit_1427,579802,Tuturumuri,0,0,3,0,0
Area_Unit_1428,579803,Kahutara,18,9,9,18,21
Area_Unit_1429,579804,Inland Water-Lake Wairarapa,0,0,0,0,0
Area_Unit_1430,579900,Greytown,27,33,36,36,30
Area_Unit_1431,580000,Featherston,18,30,18,15,15
Area_Unit_1432,580100,Martinborough,15,12,24,6,21
Area_Unit_1433,580200,Havelock,6,0,3,3,3
Area_Unit_1434,580300,Renwick,9,9,12,6,15
Area_Unit_1435,580410,Woodbourne,0,0,0,3,3
Area_Unit_1436,580420,Omaka,6,9,6,3,3
Area_Unit_1437,580430,Spring Creek-Riverlands,0,0,0,0,0
Area_Unit_1438,580431,Spring Creek-Grovetown,9,9,9,6,3
Area_Unit_1439,580432,Riverlands,0,0,0,0,3
Area_Unit_1440,580442,Waikawa,12,9,9,12,12
Area_Unit_1441,580444,Wairau,0,0,0,0,0
Area_Unit_1442,580445,Marlborough Sounds Coastal Marine,0,0,0,0,0
Area_Unit_1443,580446,Marlborough Sounds Terrestrial,18,21,12,18,18
Area_Unit_1444,580447,Wairau North,0,0,3,6,3
Area_Unit_1445,580448,Tuamarina,6,6,6,6,3
Area_Unit_1446,580449,Rapaura,9,0,6,6,6
Area_Unit_1447,580450,Wairau South,3,3,6,9,6
Area_Unit_1448,580451,Weld Pass,0,0,0,0,3
Area_Unit_1449,580452,Fairhall,0,3,0,0,3
Area_Unit_1450,580600,Severn,0,0,0,0,0
Area_Unit_1451,580801,Ward,3,3,0,3,0
Area_Unit_1452,580802,Seddon,3,3,3,3,6
Area_Unit_1453,580900,Lake Tennyson,0,0,0,0,0
Area_Unit_1454,581100,Picton,27,21,24,30,39
Area_Unit_1455,581210,Springlands,102,105,108,108,105
Area_Unit_1456,581220,Mayfield,18,18,21,18,18
Area_Unit_1457,581230,Blenheim Central,21,21,21,27,18
Area_Unit_1458,581240,Whitney,39,39,42,57,42
Area_Unit_1459,581250,Redwoodtown,72,81,78,81,69
Area_Unit_1460,581260,Witherlea,36,24,39,27,30
Area_Unit_1461,581400,Kaikoura Township,30,9,21,24,18
Area_Unit_1462,581500,Kaikoura Rural,9,6,9,15,9
Area_Unit_1463,581601,Golden Bay,24,24,24,21,15
Area_Unit_1464,581602,Takaka,12,15,24,21,21
Area_Unit_1465,581713,Glenduan,3,3,0,3,3
Area_Unit_1466,581715,Ngawhatu,84,69,78,60,84
Area_Unit_1467,581717,Aniseed Hill,6,3,3,0,3
Area_Unit_1468,581720,Hope,3,3,6,6,6
Area_Unit_1469,581721,Saxton Island,0,0,0,0,0
Area_Unit_1470,581722,Waimea Inlet East,0,0,0,0,0
Area_Unit_1471,581723,Saxton,24,18,39,60,48
Area_Unit_1472,581724,Best Island,0,0,3,0,0
Area_Unit_1473,581725,Bell Island,0,0,0,0,0
Area_Unit_1474,581726,Ranzau,3,3,6,3,3
Area_Unit_1475,581811,Richmond Hill,0,0,0,0,0
Area_Unit_1476,581812,Whangamoa,3,3,0,3,3
Area_Unit_1477,581822,Brightwater,6,6,9,6,9
Area_Unit_1478,581823,Wakefield,6,9,12,9,9
Area_Unit_1479,581825,Mapua,6,9,15,6,12
Area_Unit_1480,581831,Inlet-Motueka,0,0,0,0,0
Area_Unit_1481,581832,Kaiteriteri,0,0,3,3,3
Area_Unit_1482,581833,Motueka Outer,15,21,18,18,15
Area_Unit_1483,581834,Rabbit Island,0,0,0,0,0
Area_Unit_1484,581835,Waimea Inlet West,0,0,0,0,0
Area_Unit_1485,581836,Wai-Iti,12,15,18,24,15
Area_Unit_1486,581841,Golden Downs,3,3,6,3,0
Area_Unit_1487,581842,Lake Rotoroa,0,0,0,3,3
Area_Unit_1488,581843,Murchison,3,6,6,6,9
Area_Unit_1489,581844,Tapawera,0,0,0,0,3
Area_Unit_1490,581850,Riwaka,9,3,12,3,6
Area_Unit_1491,582000,Clifton,6,6,9,3,3
Area_Unit_1492,582100,Atawhai,9,12,21,12,18
Area_Unit_1493,582200,Port Nelson,0,0,0,3,3
Area_Unit_1494,582300,The Wood,60,57,66,66,60
Area_Unit_1495,582400,Britannia Heights,0,0,0,0,0
Area_Unit_1496,582401,Britannia,3,9,3,9,9
Area_Unit_1497,582402,Washington,12,9,6,12,9
Area_Unit_1498,582500,Trafalgar,3,3,3,3,6
Area_Unit_1499,582600,Maitai,3,3,0,3,3
Area_Unit_1500,582700,Kirks,3,3,3,3,6
Area_Unit_1501,582800,Bronte,9,3,9,6,12
Area_Unit_1502,582900,Atmore,3,9,6,3,3
Area_Unit_1503,583000,Tahunanui,9,9,18,6,12
Area_Unit_1504,583100,Tahuna Hills,12,9,12,12,6
Area_Unit_1505,583201,Toi Toi,6,6,3,6,6
Area_Unit_1506,583202,Broads,6,12,15,6,9
Area_Unit_1507,583300,Grampians,24,15,21,18,12
Area_Unit_1508,583400,The Brook,6,6,3,6,3
Area_Unit_1509,583500,Nelson Airport,6,3,9,3,3
Area_Unit_1510,583600,Nayland,3,6,9,9,6
Area_Unit_1511,583700,Enner Glynn,12,15,6,12,12
Area_Unit_1512,583800,Maitlands,15,15,15,12,12
Area_Unit_1513,583900,Isel Park,51,54,45,51,60
Area_Unit_1514,584000,Langbein,39,42,51,51,51
Area_Unit_1515,584201,Richmond East,69,57,48,60,54
Area_Unit_1516,584202,Richmond West,81,69,69,81,72
Area_Unit_1517,584301,Motueka West,51,42,45,63,57
Area_Unit_1518,584303,Motueka East,54,51,51,54,54
Area_Unit_1519,584304,Moutere Inlet,0,0,0,0,0
Area_Unit_1520,584305,Jackett Island,0,0,0,0,0
Area_Unit_1521,584402,Karamea,6,0,9,3,6
Area_Unit_1522,584403,Hector-Ngakawau,6,3,0,0,3
Area_Unit_1523,584404,Granity,6,3,3,0,0
Area_Unit_1524,584405,Orowaiti,9,6,6,3,6
Area_Unit_1525,584406,Buller,0,0,0,0,0
Area_Unit_1526,584407,Little Wanganui,3,0,0,0,0
Area_Unit_1527,584408,Mokihinui,0,3,3,0,3
Area_Unit_1528,584409,Buller Coalfields,3,3,3,0,6
Area_Unit_1529,584410,Westport Rural,18,21,21,12,15
Area_Unit_1530,584411,Charleston,6,0,3,3,6
Area_Unit_1531,584412,Inangahua Junction,0,3,0,3,3
Area_Unit_1532,584500,Westport Urban,48,54,45,39,57
Area_Unit_1533,584600,Reefton,12,9,6,9,15
Area_Unit_1534,584700,Inangahua,0,0,0,0,0
Area_Unit_1535,584701,Inangahua Valley,0,3,3,0,3
Area_Unit_1536,584702,Mawheraiti,3,3,0,0,3
Area_Unit_1537,584703,Maruia,0,0,0,0,3
Area_Unit_1538,584800,Karoro,3,3,9,3,3
Area_Unit_1539,584911,Kaiata,0,3,3,3,3
Area_Unit_1540,584912,South Beach-Camerons,6,6,3,6,6
Area_Unit_1541,584922,Blackball,3,3,3,3,6
Area_Unit_1542,584923,Point Elizabeth,0,0,3,0,0
Area_Unit_1543,584924,Moana,0,0,0,0,0
Area_Unit_1544,584930,Dobson,6,3,3,3,6
Area_Unit_1545,584931,Barrytown,0,0,0,0,3
Area_Unit_1546,584932,Coal Creek,0,0,0,0,0
Area_Unit_1547,584933,Atarau,0,0,0,3,0
Area_Unit_1548,584934,Greymouth Rural,3,0,0,0,0
Area_Unit_1549,584935,Marsden-Hohonu,0,0,0,3,0
Area_Unit_1550,584936,Arnold Valley,0,0,0,0,0
Area_Unit_1551,584937,Nelson Creek-Ngahere,6,3,3,3,3
Area_Unit_1552,584938,Ahaura,3,0,3,0,6
Area_Unit_1553,584939,Lake Brunner,0,3,0,0,3
Area_Unit_1554,584940,Haupiri,0,3,0,0,0
Area_Unit_1555,585000,Runanga-Rapahoe,9,9,6,12,9
Area_Unit_1556,585110,Cobden,9,12,9,9,9
Area_Unit_1557,585120,Blaketown,9,6,9,3,6
Area_Unit_1558,585130,Greymouth Central,21,12,9,15,12
Area_Unit_1559,585140,Greymouth South,48,48,45,60,45
Area_Unit_1560,585304,Haast,0,0,0,0,0
Area_Unit_1561,585305,Otira,0,0,0,0,0
Area_Unit_1562,585306,Kumara,3,3,3,3,0
Area_Unit_1563,585307,Kaniere,6,0,3,6,3
Area_Unit_1564,585308,Kowhitirangi,0,0,0,0,0
Area_Unit_1565,585309,Ross,3,3,6,0,3
Area_Unit_1566,585310,Whataroa,0,0,0,0,0
Area_Unit_1567,585311,Harihari,3,3,6,0,3
Area_Unit_1568,585312,Franz Josef,0,0,0,3,0
Area_Unit_1569,585313,Fox Glacier,0,3,0,0,0
Area_Unit_1570,585314,Taramakau,0,3,3,0,3
Area_Unit_1571,585315,Otira,0,0,0,0,0
Area_Unit_1572,585316,Waimea-Arahura,0,6,0,0,6
Area_Unit_1573,585317,Hokitika Rural,3,6,9,6,3
Area_Unit_1574,585318,Hokitika Valley,0,0,3,3,3
Area_Unit_1575,585319,Totara River,0,0,0,0,0
Area_Unit_1576,585320,Waitaha,0,3,3,0,0
Area_Unit_1577,585321,Whataroa,3,3,3,0,3
Area_Unit_1578,585322,Waiho,0,0,0,0,0
Area_Unit_1579,585323,Karangarua,0,0,0,0,0
Area_Unit_1580,585324,Bruce Bay-Paringa,0,3,0,0,0
Area_Unit_1581,585325,Haast,3,0,3,0,6
Area_Unit_1582,585400,Hokitika Urban,30,30,42,42,39
Area_Unit_1583,585502,Hanmer Springs,3,6,3,3,6
Area_Unit_1584,585503,Amuri,0,0,0,0,0
Area_Unit_1585,585504,Culverden,0,3,6,3,0
Area_Unit_1586,585505,Waiau,0,0,0,3,0
Area_Unit_1587,585506,Amuri,6,6,6,6,3
Area_Unit_1588,585601,Parnassus,3,6,3,6,6
Area_Unit_1589,585602,Cheviot,9,6,6,6,9
Area_Unit_1590,585700,Hurunui,12,21,15,18,21
Area_Unit_1591,585802,Amberley,27,33,18,21,18
Area_Unit_1592,585803,Leithfield,9,21,21,9,18
Area_Unit_1593,585805,Sefton,3,3,3,3,6
Area_Unit_1594,585806,Okuku,3,0,3,0,0
Area_Unit_1595,585807,Loburn,9,3,3,3,3
Area_Unit_1596,585808,Ashley,0,3,6,6,3
Area_Unit_1597,586001,Camside,0,0,0,0,0
Area_Unit_1598,586002,Pines-Kairaki Beach,0,6,0,3,3
Area_Unit_1599,586112,Waikuku,3,0,0,6,3
Area_Unit_1600,586114,Cust,3,3,3,0,3
Area_Unit_1601,586115,Mairaki,3,0,0,3,0
Area_Unit_1602,586116,Fernside,0,0,0,0,0
Area_Unit_1603,586117,Tuahiwi,0,0,0,0,0
Area_Unit_1604,586118,Coldstream,0,0,0,0,0
Area_Unit_1605,586120,Woodend,12,15,18,21,12
Area_Unit_1606,586121,Fernside,3,9,9,6,9
Area_Unit_1607,586122,Lehmans,3,12,12,15,36
Area_Unit_1608,586123,Coldstream,0,0,0,0,0
Area_Unit_1609,586124,Pegasus,0,3,6,6,6
Area_Unit_1610,586125,Tuahiwi,0,0,0,0,0
Area_Unit_1611,586126,Woodend Beach,3,3,3,0,3
Area_Unit_1612,586127,Coldstream,0,3,6,3,3
Area_Unit_1613,586128,Ravenswood,0,0,0,0,0
Area_Unit_1614,586129,Tuahiwi,9,9,9,3,3
Area_Unit_1615,586130,Woodend West,3,3,0,0,0
Area_Unit_1616,586301,Rangiora North,0,0,0,0,0
Area_Unit_1617,586302,Rangiora West,0,0,0,0,0
Area_Unit_1618,586303,Rangiora East,39,42,45,33,42
Area_Unit_1619,586304,Southbrook,0,0,0,3,3
Area_Unit_1620,586305,Kingsbury,12,24,33,36,30
Area_Unit_1621,586306,Rangiora North,30,39,30,21,30
Area_Unit_1622,586307,Rangiora West,21,24,18,18,21
Area_Unit_1623,586308,Rangiora Central,39,21,21,30,27
Area_Unit_1624,586401,Kaiapoi North,0,0,0,0,0
Area_Unit_1625,586402,Kaiapoi South,0,0,0,0,0
Area_Unit_1626,586403,Kaiapoi South,15,15,21,24,15
Area_Unit_1627,586404,Mansfield,15,9,15,12,15
Area_Unit_1628,586405,Courtenay,3,0,0,3,3
Area_Unit_1629,586406,Kaiapoi North,0,0,0,0,0
Area_Unit_1630,586407,Kaiapoi East,9,3,12,6,9
Area_Unit_1631,586408,Kaiapoi North West,24,30,27,21,24
Area_Unit_1632,586409,Kaiapoi North East,6,9,9,9,9
Area_Unit_1633,586501,Clarkville,6,9,9,3,0
Area_Unit_1634,586502,Kaiapoi West,0,0,0,0,0
Area_Unit_1635,586503,Kaiapoi West,15,24,15,15,9
Area_Unit_1636,586504,Silverstream,0,3,3,6,6
Area_Unit_1637,586601,West Eyreton,0,0,0,0,0
Area_Unit_1638,586602,Eyreton,0,0,0,0,0
Area_Unit_1639,586603,Mandeville,9,12,6,9,9
Area_Unit_1640,586604,Ohoka,6,3,0,6,3
Area_Unit_1641,586605,West Eyreton,3,6,6,6,3
Area_Unit_1642,586606,Eyrewell,3,3,3,3,3
Area_Unit_1643,586801,Ashley Gorge,6,9,9,3,6
Area_Unit_1644,586802,Oxford,21,21,24,30,21
Area_Unit_1645,586900,Darfield,12,12,18,21,24
Area_Unit_1646,587010,Kirwee,12,12,12,9,15
Area_Unit_1647,587020,Burnham Military Camp,0,3,0,0,0
Area_Unit_1648,587100,Malvern,12,9,12,18,15
Area_Unit_1649,587301,Oaklands,0,0,0,0,0
Area_Unit_1650,587302,Halswell South,15,9,12,9,12
Area_Unit_1651,587303,Oaklands West,12,9,6,12,12
Area_Unit_1652,587304,Oaklands East,15,18,18,30,27
Area_Unit_1653,587400,Hornby North,36,30,15,15,27
Area_Unit_1654,587500,Hornby South,39,27,39,33,36
Area_Unit_1655,587701,Sockburn,90,99,108,84,117
Area_Unit_1656,587702,Wigram,18,6,12,36,42
Area_Unit_1657,587811,Yaldhurst,6,6,6,9,3
Area_Unit_1658,587812,Broomfield,21,21,18,15,12
Area_Unit_1659,587820,Templeton,0,0,0,0,0
Area_Unit_1660,587821,Paparua,6,3,3,0,6
Area_Unit_1661,587822,Templeton,9,12,9,9,9
Area_Unit_1662,587830,Islington,12,15,21,15,21
Area_Unit_1663,587841,Prebbleton,0,0,0,0,0
Area_Unit_1664,587842,Halswell West,0,6,6,6,9
Area_Unit_1665,587843,Halswell East,0,0,0,0,0
Area_Unit_1666,587844,Westmorland,9,9,9,12,6
Area_Unit_1667,587845,Aidanfield,75,78,75,75,75
Area_Unit_1668,587846,Halswell Domain,6,6,6,6,6
Area_Unit_1669,587847,Hendersons Basin,3,0,6,3,3
Area_Unit_1670,587848,Prebbleton,9,6,9,6,15
Area_Unit_1671,587849,Trents-Ladbrooks,6,9,6,3,9
Area_Unit_1672,587902,Mcleans Island,0,0,0,3,0
Area_Unit_1673,587903,Kennedys Bush,6,6,3,6,6
Area_Unit_1674,587904,West Melton,21,24,33,30,27
Area_Unit_1675,587905,Taitapu,0,0,3,3,0
Area_Unit_1676,588101,Redwood North,18,18,21,15,21
Area_Unit_1677,588102,Redwood South,60,66,54,60,78
Area_Unit_1678,588200,Styx Mill,15,12,21,12,18
Area_Unit_1679,588300,Casebrook,18,21,21,9,18
Area_Unit_1680,588400,Sawyers Arms,0,0,0,0,0
Area_Unit_1681,588401,Belfast South,18,15,24,15,21
Area_Unit_1682,588402,Sawyers Arms,18,24,18,15,15
Area_Unit_1683,588500,Bishopdale North,36,27,21,36,33
Area_Unit_1684,588600,Harewood,24,21,9,18,18
Area_Unit_1685,588700,Bishopdale,33,45,45,39,36
Area_Unit_1686,588800,Russley,18,15,24,18,18
Area_Unit_1687,588900,Burnside,9,18,15,15,18
Area_Unit_1688,589000,Wairarapa,6,12,6,6,6
Area_Unit_1689,589100,Jellie Park,18,9,9,9,15
Area_Unit_1690,589200,Bryndwr,42,51,42,33,48
Area_Unit_1691,589300,Holmwood,9,3,12,9,9
Area_Unit_1692,589400,Fendalton,27,15,15,12,21
Area_Unit_1693,589500,Deans Bush,9,12,3,9,9
Area_Unit_1694,589601,Hawthornden,39,36,27,33,27
Area_Unit_1695,589602,Merrin,12,6,9,6,6
Area_Unit_1696,589700,Westburn,12,15,18,18,9
Area_Unit_1697,589800,Avonhead West,15,18,15,15,18
Area_Unit_1698,589900,Avonhead,9,21,21,12,24
Area_Unit_1699,590000,Ilam,21,15,12,15,12
Area_Unit_1700,590100,Upper Riccarton,57,63,78,63,84
Area_Unit_1701,590200,Wharenui,54,72,39,60,66
Area_Unit_1702,590300,Middleton,30,30,33,36,45
Area_Unit_1703,590400,Belfast,21,27,30,21,24
Area_Unit_1704,590500,Marshland,0,0,0,0,0
Area_Unit_1705,590501,Travis Wetland,30,30,27,30,30
Area_Unit_1706,590502,Marshland,0,0,0,0,0
Area_Unit_1707,590503,Marshland,0,0,0,0,0
Area_Unit_1708,590504,Mairehau North,51,72,78,84,63
Area_Unit_1709,590505,Westhaven,15,9,9,6,12
Area_Unit_1710,590506,Highfield Park,3,3,6,3,9
Area_Unit_1711,590507,Prestons,6,6,12,9,18
Area_Unit_1712,590601,Styx,0,0,0,0,0
Area_Unit_1713,590602,Parklands,15,33,27,24,21
Area_Unit_1714,590603,Waimairi Beach,12,9,12,6,15
Area_Unit_1715,590604,Styx,9,9,12,12,3
Area_Unit_1716,590700,Riccarton West,0,0,0,0,0
Area_Unit_1717,590701,Mona Vale,15,21,15,18,15
Area_Unit_1718,590702,Riccarton West,12,3,9,12,9
Area_Unit_1719,590800,Riccarton,18,27,27,18,27
Area_Unit_1720,590900,Riccarton South,9,15,21,24,3
Area_Unit_1721,591101,Cashmere West,15,21,12,15,6
Area_Unit_1722,591102,Cashmere East,21,15,15,12,21
Area_Unit_1723,591200,Rapaki Track,9,3,6,12,3
